"Day","階段","主題","標題","閱讀目標","分鐘","題數","網站"
"161","解釋推論依據","日常生活","The Last Piece of Cake","比較人物表面行動、未說出的期待與溝通結果。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/161"
"162","解釋推論依據","對話／訊息","Which River Photo Is Ours?","從群組對話辨識照片來源與文字配對錯誤。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/162"
"163","解釋推論依據","科普閱讀","The Shade That Moved","依觀察時間理解測量結果的適用範圍。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/163"
"164","解釋推論依據","公告／資訊閱讀","A Free Trial with a Return Date","閱讀借用體驗公告，區分免費使用與贈送。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/164"
"165","解釋推論依據","每週 Boss","Boss: The Journey with Two Meeting Points","整合行程表與臨時訊息，判斷交通、集合及備案。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/165"
"166","解釋推論依據","單字與錯題復活","Labels That Need Their Partners","複習來源、時間、所有權與交通詞彙的上下文限制。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/166"
"167","解釋推論依據","校園故事","The Empty Chair in the Debate","比較辯論立場，推論缺席觀點及合理協商方式。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/167"
"168","解釋推論依據","日常生活","A Gift with an Unfinished Story","從人物回憶推論物品的情感意義與故事主旨。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/168"
"169","解釋推論依據","對話／訊息","The Reply Sent to the Wrong Group","根據對話追蹤訊息對象與更正後的安排。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/169"
"170","解釋推論依據","科普閱讀","How Much Water Left the Cup?","比較測量精度，分辨相同讀數與完全相同的量。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/170"
"171","解釋推論依據","公告／資訊閱讀","Borrow a Board Game, Keep the Pieces Together","整合借用清單、缺件通報與歸還程序。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/171"
"172","解釋推論依據","每週 Boss","Boss: The Missing Page in the Report","結合調查方法、數據與提案，評估主張是否合理。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/172"
"173","解釋推論依據","單字與錯題復活","The Review with Two Columns","複習誤傳、量測、檢查與調查範圍的閱讀線索。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/173"
"174","解釋推論依據","校園故事","The Apology on the Noticeboard","由補救行動判斷道歉的誠意與敘事重點。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/174"
"175","解釋推論依據","日常生活","The Bag Left Beside the Register","整合視角與行動，避免以片段觀察判定動機。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/175"
"176","處理轉折與取捨","對話／訊息","Don't Tell Me How It Ends","從讀者回應推論訊息應保留及省略的內容。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/176"
"177","處理轉折與取捨","科普閱讀","The Answer Box That Looked Too Small","比較作答版面、回答長度與內容品質，辨識可能影響。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/177"
"178","處理轉折與取捨","公告／資訊閱讀","The Small Story Competition","整合投稿資格、字數與完成送件的明確條件。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/178"
"179","處理轉折與取捨","每週 Boss","Boss: Four Entries at the Deadline","結合競賽規定與個別紀錄，判定資格及修訂結果。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/179"
"180","處理轉折與取捨","單字與錯題復活","What the Confirmation Cannot Promise","複習揭露限制、標籤與送件規則，避免擴大文字含義。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/180"
"181","處理轉折與取捨","校園故事","The Tutor Who Asked One More Question","由教學互動推論人物策略及學習成效的證據。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/181"
"182","處理轉折與取捨","日常生活","The Postcard That Took the Long Way","追蹤時間線，推論實體物件與即時訊息的不同意義。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/182"
"183","處理轉折與取捨","對話／訊息","A Photo for the Group Page","辨識不同用途的同意範圍並追蹤修改方案。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/183"
"184","處理轉折與取捨","科普閱讀","The Silent Scene Experiment","比較相同畫面下不同背景資訊對解讀的影響。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/184"
"185","處理轉折與取捨","公告／資訊閱讀","Listen to the Old Street","整合導覽使用方式、替代閱讀及路線安全條件。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/185"
"186","處理轉折與取捨","每週 Boss","Boss: A Shorter Old Street Visit","結合路程時間、導覽內容與器材期限安排活動。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/186"
"187","處理轉折與取捨","單字與錯題復活","The Condition Under the Main Sentence","複習同意範圍、解讀與時間餘裕，找出關鍵條件。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/187"
"188","處理轉折與取捨","校園故事","A Different Kind of Team Captain","根據連續行動推論領導方式與人物成長。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/188"
"189","處理轉折與取捨","日常生活","The Umbrella with the Bright Patch","從人物對物品的態度變化理解對比與象徵。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/189"
"190","處理轉折與取捨","對話／訊息","Whose Words Are in the Review?","區分直接引語、改寫與群體立場的歸屬。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/190"
"191","處理轉折與取捨","科普閱讀","Fast Sorting, Careful Sorting","結合完成時間與錯誤數判讀活動表現。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/191"
"192","處理轉折與取捨","公告／資訊閱讀","The Saturday Skill Exchange","閱讀技能交換規則，分辨點數用途與參與條件。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/192"
"193","處理轉折與取捨","每週 Boss","Boss: Planning a Skill-Swap Afternoon","整合點數、完成紀錄與課程時間衝突。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/193"
"194","處理轉折與取捨","單字與錯題復活","From One Comment to a Whole Claim","複習來源歸屬、誤差與資格，練習限制推論範圍。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/194"
"195","處理轉折與取捨","校園故事","The Plant with Two Watering Signs","整合事件順序與規則更新，推論合作失誤原因。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/195"
"196","處理轉折與取捨","日常生活","Four Servings and a Smaller Bowl","理解食譜份量與用量比例，辨識不能直接推得的資訊。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/196"
"197","處理轉折與取捨","對話／訊息","I Can Help, If We Finish by Four","辨識承諾的條件及對話中未被接受的部分。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/197"
"198","處理轉折與取捨","科普閱讀","The Timer That Started at Three","區分顯示讀數與經過時間，依共同起訖點比較。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/198"
"199","處理轉折與取捨","公告／資訊閱讀","Twenty Minutes of Actual Reading","區分閱讀活動時長、休息時間與徽章取得條件。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/199"
"200","處理轉折與取捨","每週 Boss","Boss: Reading Time and Library Time","整合閱讀紀錄、休息及每日門檻，辨識徽章意義。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/200"
"201","處理轉折與取捨","單字與錯題復活","A Number Needs Its Definition","複習時間界限、相減及有效閱讀，核對數字代表的量。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/201"
"202","處理轉折與取捨","校園故事","The Story Behind an Unfinished Model","依人物行動推論未完成作品的意義與評量重點。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/202"
"203","處理轉折與取捨","日常生活","The Shortcut Through a Memory","比較熟悉記憶與現場資訊，推論改變決策的原因。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/203"
"204","處理轉折與取捨","對話／訊息","Does 'Maybe' Mean We Decided?","區分建議、討論與正式決定，追蹤對話共識。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/204"
"205","處理轉折與取捨","科普閱讀","Counting the Same Model Bird Twice","依觀察單位判斷數量，區分目擊次數與不同個體。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/205"
"206","處理轉折與取捨","公告／資訊閱讀","The Museum's Fictional Missing Key","閱讀遊戲公告，辨識虛構情境及尋找線索的規則。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/206"
"207","處理轉折與取捨","每週 Boss","Boss: Where the Story's Key Was Left","交叉比對明確線索與不確定回憶，排除不符地點。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/207"
"208","處理轉折與取捨","單字與錯題復活","All Three Clues Must Fit","複習假設、計數單位與線索條件，檢查答案完整性。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/208"
"209","處理轉折與取捨","校園故事","A Window in the Last Line","以敘事上下文理解象徵語句與人物情緒轉折。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/209"
"210","處理轉折與取捨","日常生活","The Space Left Empty in the Suitcase","推論物品安排反映的經驗與人物決策。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/210"
"211","綜合練習與修正","對話／訊息","The Date with a Question Mark","辨識暫定資訊與確定安排，推論標記的功能。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/211"
"212","綜合練習與修正","科普閱讀","Blank Hours on the Weather Sheet","區分未記錄與數值零，判斷缺失資料的影響。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/212"
"213","綜合練習與修正","公告／資訊閱讀","Choose Up to Two Workshop Topics","理解多選投票規則及票數與人數的差異。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/213"
"214","綜合練習與修正","每週 Boss","Boss: Seventy Selections from Fifty Students","統整多選調查數據、填答人數與可支持的結論。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/214"
"215","綜合練習與修正","單字與錯題復活","The Missing Mark and the Missing Number","複習暫定、空白與未排序資料，避免自行補足未知。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/215"
"216","綜合練習與修正","校園故事","Disagreeing with a Friend's Proposal","從對話與行動區分意見批評及人際否定。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/216"
"217","綜合練習與修正","日常生活","Do You Want Advice or a Listener?","理解談話目的與回應方式如何配合對方需求。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/217"
"218","綜合練習與修正","對話／訊息","The Run That Needed No Running","利用對話及任務描述推測片語的非字面意思。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/218"
"219","綜合練習與修正","科普閱讀","The Shorter Plant That Grew More","區分期末數值與變化量，連同起點比較成長。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/219"
"220","綜合練習與修正","公告／資訊閱讀","The Seed Library Is an Invitation","辨識贈與、回饋邀請及包裝說明中的條件。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/220"
"221","綜合練習與修正","每週 Boss","Boss: A Packet for the Narrow Balcony","跨標籤整合最小需求、可用空間與重新測量條件。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/221"
"222","綜合練習與修正","單字與錯題復活","Minimum Does Not Mean Maximum","複習演練、成長量及最低門檻，精準判讀限制詞。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/222"
"223","綜合練習與修正","校園故事","The Promise in Last Year's Envelope","比較前後書面紀錄，推論學習進展與目標修訂。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/223"
"224","綜合練習與修正","日常生活","The Queue with Two Different Signs","整合取件與諮詢流程，推論不同等候順序的原因。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/224"
"225","綜合練習與修正","對話／訊息","One Screenshot, Two Different Months","核對截圖日期、適用期間與原始公告版本。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/225"
"226","綜合練習與修正","科普閱讀","A Larger Picture Is Not More Detail","辨識影像放大與新增證據的差異。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/226"
"227","綜合練習與修正","公告／資訊閱讀","The Last-Bus Notice Has Two Lines","整合日期、方向及附註，避免只取醒目時間。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/227"
"228","綜合練習與修正","每週 Boss","Boss: Getting Home after the Festival","結合活動結束、步行時間、方向及日期規則安排回程。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/228"
"229","綜合練習與修正","單字與錯題復活","The Date Above the Large Number","複習來源適用性、影像可讀性與交通方向條件。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/229"
"230","綜合練習與修正","校園故事","The Question after the Final Slide","由簡報後的問答推論理解深度與適當回應。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/230"
"231","綜合練習與修正","日常生活","The Return Trip without a Souvenir","理解人物目標的改變，依結尾行動推論主旨。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/231"
"232","綜合練習與修正","對話／訊息","Finished Reading, Finished Answering","辨識同一句完成回報在不同任務中的指涉。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/232"
"233","綜合練習與修正","科普閱讀","The Confidence Box beside the Answer","比較信心與正確性，從回饋辨識需要重查的判斷。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/233"
"234","綜合練習與修正","公告／資訊閱讀","Practice Paper Evening: Read This First","整合練習時段、作答規則與批改流程。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/234"
"235","綜合練習與修正","每週 Boss","Boss: Two Answers and Two Reasons","整合練習時間線、作答變更與分數解讀限制。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/235"
"236","綜合練習與修正","單字與錯題復活","Why the First Answer Still Matters","複習完成狀態、信心與修改證據，規劃後續練習。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/236"
"237","綜合練習與修正","校園故事","Two Scores from Different Papers","比較分數時考慮題數、難度與技能構成。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/237"
"238","綜合練習與修正","日常生活","The Small Task That Finally Started","從行動順序推論目標拆分如何影響人物行為。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/238"
"239","完成後繼續運用","對話／訊息","The Same Answer with a Different Letter","比對題本版本及選項內容，避免只憑答案字母判斷。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/239"
"240","完成後繼續運用","科普閱讀","The Hundred Percent Success Poster","連同比例、次數與測試條件判讀百分比宣稱。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/240"
"241","完成後繼續運用","公告／資訊閱讀","Final Practice Room Choices","整合練習場次、材料版本及進場規定。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/241"
"242","完成後繼續運用","每週 Boss","Boss: A Session before the Train","整合可抵達時間、場次、討論及離開期限。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/242"
"243","完成後繼續運用","單字與錯題復活","Compare the Meaning, Then the Number","複習版本、比例及完整時間區塊，整合比較條件。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/243"
"244","完成後繼續運用","校園故事","A Letter to Next Year's Reader","從建議信推論寫作目的、對象與可操作的閱讀方法。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/244"
"245","完成後繼續運用","日常生活","The Map Drawn from Your Own Door","從接收者視角檢查指示，辨識依賴共享背景的語句。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/245"
"246","完成後繼續運用","對話／訊息","The Answer We Changed for a Reason","從同儕討論判斷改答是否依據文本而非人數。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/246"
"247","完成後繼續運用","科普閱讀","The Result We Could Not Repeat Yet","分辨單次成果、重複觀察與仍待查明的原因。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/247"
"248","完成後繼續運用","公告／資訊閱讀","Bring One Reading Discovery","閱讀成果分享公告，區分參與材料、分享內容與成績宣稱。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/248"
"249","完成後繼續運用","每週 Boss","Final Boss: The Reading Fair Report","統整公告、分享紀錄與報導草稿，辨識證據支持的結論。","15","9","https://alger68.github.io/JHSEE-English-Adventure/#lesson/249"
"250","完成後繼續運用","單字與錯題復活","The Next Page Is Yours","總複習證據、範圍與學習遷移，建立完成課程後的練習方式。","10","6","https://alger68.github.io/JHSEE-English-Adventure/#lesson/250"
